,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_norm,param_batch_size,param_dropout,param_epochs,param_layer_size,param_n_layers,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_roc_auc_ovr,split1_test_roc_auc_ovr,split2_test_roc_auc_ovr,mean_test_roc_auc_ovr,std_test_roc_auc_ovr,rank_test_roc_auc_ovr
0,71.37311156590779,1.5879818044190341,2.600286324818929,0.02499191647429581,0,512,0.2,20,16,2,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 16, 'n_layers': 2}",0.7384269926897811,0.7394423786782811,0.73496496229663,0.7376114445548975,0.0019167078431351356,40,0.7413826398840954,0.7423796342989079,0.737917012622036,0.7405597622683464,0.0019125190605755382,40,0.9249724736780692,0.9251777542105835,0.9248784452354121,0.9250095577080216,0.00012497435633672182,36
1,95.08207774162292,0.6014924573662122,2.84566322962443,0.09294069856667916,0,512,0.2,20,16,3,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 16, 'n_layers': 3}",0.7315821337887537,0.7319242950667094,0.7314453786827992,0.7316506025127542,0.00020142194570781763,44,0.7345450008649258,0.734729200143344,0.7347918743449504,0.7346886917844068,0.00010477698265906535,44,0.9200110129082549,0.9206052563063245,0.920324989125373,0.9203137527799842,0.00024272892374085505,42
2,142.2629715601603,0.05991646330166661,3.283071835835775,0.059310080665187496,0,512,0.2,20,16,5,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 16, 'n_layers': 5}",0.7226905943054388,0.7256938639967832,0.7296923639945241,0.7260256074322488,0.002868069615029035,46,0.7268818380621921,0.7304157201189457,0.7321824465635624,0.7298266682482334,0.0022036861847053693,46,0.9134706848094283,0.9134832203915236,0.9138925468270298,0.9136154840093272,0.0001959798270563949,46
3,189.63006377220154,0.40444149009269015,3.660637060801188,0.030421624637241754,0,512,0.2,20,16,7,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 16, 'n_layers': 7}",0.5688506962328427,0.39839066022689795,0.6807389770165316,0.5493267778254242,0.11609200529743492,56,0.5395045285138925,0.3083896643010262,0.6838078257557811,0.5105673395235666,0.15462367146831796,56,0.8574238644507683,0.7602469137168716,0.883787261445851,0.8338193465378304,0.053125225199058025,57
4,72.39395515124004,0.9393667309862155,2.6124563217163086,0.015107577563797936,0,512,0.2,20,32,2,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 32, 'n_layers': 2}",0.7493019599338556,0.7500463103107083,0.7501005272598302,0.7498162658347981,0.00036434213700969295,22,0.7525991472071304,0.7535454786985845,0.7534041974726383,0.7531829411261177,0.00041681458794540774,22,0.9314905892502849,0.9321710849488472,0.9313450555885355,0.9316689099292225,0.00036002761415089736,22
5,96.80154458681743,0.45358300312614064,2.8603320916493735,0.008381412419234185,0,512,0.2,20,32,3,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 32, 'n_layers': 3}",0.7482808786720522,0.7489529351700831,0.7472044385609015,0.7481460841343456,0.000720156128269684,28,0.7517009895476756,0.7521946122803852,0.7503196197610028,0.7514050738630211,0.0007935463885845384,26,0.9296888567631573,0.9292085939692912,0.9288050341694067,0.9292341616339517,0.0003612717106861278,27
6,146.6405681769053,0.25838811906600195,3.3725877602895102,0.02459414179640759,0,512,0.2,20,32,5,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 32, 'n_layers': 5}",0.7422311980988009,0.7439830481672413,0.7438881685062779,0.7433674715907733,0.0008043998275880821,33,0.7444846171433406,0.7461334138049892,0.7466398349986972,0.7457526219823424,0.0009201423115142152,34,0.9248634597593112,0.9258171685814673,0.9248364954511352,0.9251723745973046,0.00045607106901462995,35
7,197.98585319519043,0.7851577019226117,3.8725086053212485,0.07978935134465337,0,512,0.2,20,32,7,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 32, 'n_layers': 7}",0.7373833211345749,0.7369980978887016,0.7364423741602021,0.7369412643944929,0.0003862364014377211,42,0.7396540057967276,0.74051117395042,0.7402761963113234,0.7401471253528236,0.0003616432820447433,41,0.9199930826524658,0.9227056256810193,0.9188933528745338,0.9205306870693396,0.0016021069189349761,41
8,80.0519569714864,0.329570430332375,2.688969691594442,0.021251724324246993,0,512,0.2,20,64,2,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 64, 'n_layers': 2}",0.7565805524682154,0.7577315628487392,0.7565116814934962,0.7569412656034835,0.000559531413883452,10,0.7599622447662798,0.7612065096995598,0.7599356871261923,0.7603681471973439,0.0005929109494142503,10,0.9370210738430194,0.9374279665964871,0.9366198440754039,0.9370229615049701,0.0003299173378501515,10
9,108.38806494077046,0.24487510964594525,2.950180768966675,0.01899579774550889,0,512,0.2,20,64,3,"{'batch_norm': 0, 'batch_size': 512, 'dropout': 0.2, 'epochs': 20, 'layer_size': 64, 'n_layers': 3}",0.7549630874605799,0.75662011539174,0.7543565577659003,0.7553132535394068,0.000956690647821964,13,0.7580537740245276,0.7596092965648615,0.7579388446953381,0.7585339717615757,0.00076181570916603,13,0.9352988879976649,0.936187259995443,0.9349328598879794,0.9354730026270291,0.0005266984181485038,13
